RowID,SupplierTitle,AmazonTitle,EAN,AmazonEAN,ASIN,SupPrice,SellPrice,NetProfit,AdjProfit,ROI,Sales,SupPack,AmzPack,PackRatio,Similarity,SupBrand,AmzBrand,Category,Reason,FinalCategory
896,VFM EMULSION MATT  PAINT WHITE 5L,Dulux Walls & Ceilings Matt Emulsion Paint - Pure Brilliant White - 5L,5023608420693,5010212427750,B00JGSHTEC,5.76,22.96,5.20333333333333,5.20333333333333,0.9725856697819321,200,1,1,1.0,45.45454545454545,VFM,DULUX,NEEDS VERIFICATION,"Brand/title match, 45% similarity - verify EAN",NEEDS_VERIFICATION
1656,PET STORE PURRFECT PALS ASSORTED,"Pets Alive Smitten Kittens Mooloo, Surprise Kitten Plush, Ultra Soft Plushies, Interactive Toy Pets, Electronic Pet Kitten, Ages 3+ (Mooloo)",5034537037142,193052054289,B0BS8HJZVW,0.876,13.99,4.91833333333333,4.91833333333333,3.84244791666666,50,1,1,1.0,4.166666666666666,PET,PETS,NEEDS VERIFICATION,"Brand/title match, 4% similarity - verify EAN",NEEDS_VERIFICATION
616,EXTRA SELECT PREMIUM RABBIT FOOD BUCKET 5L,"Extra Select Premium Rabbit Mix Bucket 5L - Balanced Complementary Feed with Pellets, Forage, Vitamins & Minerals (Packaging may vary)",5022245000282,,B07DLSHF4Z,3.36,14.99,4.85791666666666,4.85791666666666,1.45012437810945,300,1,1,1.0,33.33333333333333,EXTRA,EXTRA,NEEDS VERIFICATION,"Brand/title match, 33% similarity - verify EAN",NEEDS_VERIFICATION
586,FESTIVE MAGIC SANT SLEIGH FELT BUCKET,Festive Childrens Holding DIY Sleigh - Large Xmas Home Decoration Ideal for Small Presents or Stocking Fillers - Kids Christmas Eve Box or Gift Bag,9333527629203,,B0DM9FNQ9R,1.68,12.99,4.84125,4.84125,2.4826923076923,300,1,1,1.0,8.0,FESTIVE,FESTIVE,NEEDS VERIFICATION,"Brand/title match, 8% similarity - verify EAN",NEEDS_VERIFICATION
1233,EXTRASTAR LED FLASHLIGHT BATTERY TORCH,"EXTRASTAR Head Torch Rechargeable, Headlight with 3 Lights 4 Modes, LED Head Torch Headlamp for Camping, Fishing, Hiking, Jogging, Running, Cycling",8432011550380,,B09YCKKWHZ,2.088,12.99,4.50125,4.50125,1.96561135371179,100,1,1,1.0,15.789473684210526,EXTRASTAR,EXTRASTAR,NEEDS VERIFICATION,"Brand/title match, 16% similarity - verify EAN",NEEDS_VERIFICATION
1234,EXTRASTAR LED FLASHLIGHT TORCH,"EXTRASTAR Head Torch Rechargeable, Headlight with 3 Lights 4 Modes, LED Head Torch Headlamp for Camping, Fishing, Hiking, Jogging, Running, Cycling",5060577579977,,B09YCKKWHZ,2.088,12.99,4.50125,4.50125,1.96561135371179,100,1,1,1.0,16.666666666666664,EXTRASTAR,EXTRASTAR,NEEDS VERIFICATION,"Brand/title match, 17% similarity - verify EAN",NEEDS_VERIFICATION
449,SOUDAL EXPANDING FOAM HANDHELD 750ML,Soudal 750ml Champagne Gap Filler Expanding Foam Handheld Spray with Nozzle & Gloves (3),5411183078956,,B07STZLCM6,4.56,15.55,4.25458333333333,4.25458333333333,0.9780651340996169,400,1,1,1.0,41.66666666666667,SOUDAL,SOUDAL,NEEDS VERIFICATION,"Brand/title match, 42% similarity - verify EAN",NEEDS_VERIFICATION
1191,SPECIAL OCCASIONS RAINBOW COLOUR HAIR SPRAY 200ML,6 * 200ml Cans Rainbow Colour Hair Spray - Perfect for fun and Special Occasions -Vibrant Cans of Rainbow Colour Hair Spray,5055319512060,5056558637415,B0CV12HTJ9,1.14,12.99,4.135,4.135,2.75666666666666,100,1,1,1.0,53.84615384615385,SPECIAL,6,NEEDS VERIFICATION,"Brand/title match, 54% similarity - verify EAN",NEEDS_VERIFICATION
1310,BBQ KITCHEN GLOVE 32CM 3ASS,"BBQ Gloves, 1472Â°F Heat Resistant Gloves Fireproof Mittsï¼ŒGrilling Glove Silicone Non-Slip Washable Oven Glove, Kitchen Glove for Barbecue, Grilling, Cooking, Baking, Camping, Smoker (Black)",8720573142120,750110322881,B09WR2TRXL,3.348,14.99,4.13166666666666,4.13166666666666,1.23702594810379,100,1,1,1.0,12.5,BBQ,BBQ,NEEDS VERIFICATION,"Brand/title match, 12% similarity - verify EAN",NEEDS_VERIFICATION
1850,KILROCK BATHROOM & KITCHEN DRAIN UNBLOCKER 1 LITRE(SOLD EACH),"Kilrock SLAM - Sink and Plughole Bathroom Drain Unblocker - Multi-Pack x12 - Dissolves Grease, Fat & Food - For Smelly Drains",5014353093539,,B099H4D9TH,4.164,14.9,4.12416666666666,4.12416666666666,1.02591210613598,50,1,1,1.0,21.052631578947366,KILROCK,KILROCK,NEEDS VERIFICATION,"Brand/title match, 21% similarity - verify EAN",NEEDS_VERIFICATION
771,CHRISTMAS TEALIGHTS SPICED CINNAMON 10 PACK,"St Eval | Orange and Cinnamon Scented Tealights | Warm Tangy Fragrance with Hints of Spicy Cinnamon, Aniseed and Sweet Vanilla | Pack of 9 | Upto 6 Hours Per Tealight Candle | Made in Cornwall",5024418552062,5060003610953,B095X7QFSN,0.6,9.99,4.045,4.045,3.8523809523809502,200,10,9,0.9,10.714285714285714,CHRISTMAS,ST,NEEDS VERIFICATION,"Brand/title match, 11% similarity - verify EAN",NEEDS_VERIFICATION
1916,ROUNDUP PATH WEEDKILLER RTU 1LTR 20% FREE,"Roundup Path Weedkiller, Ready to Use, Refill for Pressure Sprayer, 5 Litre",5017676016919,5017676016964,B01MYBH3SU,6.02399999999999,21.12,3.52,3.52,0.6319569120287251,50,1,1,1.0,12.5,ROUNDUP,ROUNDUP,NEEDS VERIFICATION,"Brand/title match, 12% similarity - verify EAN",NEEDS_VERIFICATION
691,RUSSELL HOBBS VIENNA CUTLERY SET 16PC,"Russell Hobbs RH00022GP Vienna 16 Piece Cutlery Set - Stainless Steel Silverware, Service for 4, Tableware with Forks, Knives, Tablespoons and Teaspoons, Dishwasher Safe Flatware, Mirror Polished",5054061297706,,B07C8V2DJ7,12.972,24.97,3.31833333333333,3.31833333333333,0.292106807511737,300,16,16,1.0,20.833333333333336,RUSSELL,RUSSELL,NEEDS VERIFICATION,"Brand/title match, 21% similarity - verify EAN",NEEDS_VERIFICATION
52,Dog Figure '8' Knot Ball Rope Toy(12/48),Dog Pet Puppy Chew Toys for Teething Boredom Dogs Rope Ball Knot Training Teeth Dogs Treats Toys for Small Middle Dog (Giraffe),5060226032587,729792886936,B0725XC6BS,0.876,10.94,3.23666666666666,3.23666666666666,2.52864583333333,800,1,1,1.0,20.0,DOG,DOG,NEEDS VERIFICATION,"Brand/title match, 20% similarity - verify EAN",NEEDS_VERIFICATION
429,EXTRASTAR 3 WAY WALL ADAPTOR WHITE,"ExtraStar 4 Way Extension Lead with Surge Protection, 13A/250V~ Multi Sockets Power Strips, 3120W Fused UK Plug Wall Mounted Power Socket with 3M Extension Cord-White",,,B094CRFHT2,1.872,12.31,3.14833333333333,3.14833333333333,1.4921011058451799,400,1,1,1.0,12.5,EXTRASTAR,EXTRASTAR,NEEDS VERIFICATION,"Brand/title match, 12% similarity - verify EAN",NEEDS_VERIFICATION
1388,AMTECH VICE BABY,"Amtech D2600 150mm (6"") Woodworking vice",5032759001408,,B007L5V48Y,4.5,17.81,3.04166666666666,3.04166666666666,0.707364341085271,100,1,1,1.0,28.57142857142857,AMTECH,AMTECH,NEEDS VERIFICATION,"Brand/title match, 29% similarity - verify EAN",NEEDS_VERIFICATION
507,MASTER COOK CASSEROLE NON-STICK 28CM,"MasterClass Casserole Dish with Lid, Large 5L/28 cm, Lightweight Cast Aluminium, Induction Hob and Oven Safe, Black",742288764624,5028250720191,B072JH8JGG,16.728,34.41,3.03499999999999,3.03499999999999,0.209454796411318,400,1,1,1.0,5.263157894736842,MASTER,MASTERCLASS,NEEDS VERIFICATION,"Brand/title match, 5% similarity - verify EAN",NEEDS_VERIFICATION
1257,PASABAHCE CIHANGIR TEA GLASS 95 CC 6PC,"Pasabahce Istanbul tea glass, set of 6, drinking glasses with handle",8693357033344,,B00I1JW98I,1.44,11.99,2.86166666666666,2.86166666666666,1.63523809523809,100,6,6,1.0,14.285714285714285,PASABAHCE,PASABAHCE,NEEDS VERIFICATION,"Brand/title match, 14% similarity - verify EAN",NEEDS_VERIFICATION
257,TIDYZ WHEELY BIN LINERS 5 BAGS 300L,Tidyz 30 Extra Large Wheelie Bin Liners Waste Rubbish Bags 300L,5025364005824,5025762919174,B07MGLHMWY,0.744,9.98,2.76666666666666,2.76666666666666,2.36467236467236,500,1,1,1.0,38.46153846153847,TIDYZ,TIDYZ,NEEDS VERIFICATION,"Brand/title match, 38% similarity - verify EAN",NEEDS_VERIFICATION
1281,PASABAHCE KANDILLI OPTIC TEA GLASS 90CC 6PC,"Pasabahce Istanbul tea glass, set of 6, drinking glasses with handle",8693357033733,,B00I1JW98I,1.596,11.99,2.73166666666666,2.73166666666666,1.45301418439716,100,6,6,1.0,14.285714285714285,PASABAHCE,PASABAHCE,NEEDS VERIFICATION,"Brand/title match, 14% similarity - verify EAN",NEEDS_VERIFICATION
1757,PAN AROMA CANDLE 85G PURE JASMINE,"Pan Aroma Orange Decorative Holder & Scented Candle, Salted Caramel, 85G",5053249251714,5053249248356,B09KCLYC1D,1.08,9.99,2.725,2.725,1.87931034482758,50,1,1,1.0,23.076923076923077,PAN,PAN,NEEDS VERIFICATION,"Brand/title match, 23% similarity - verify EAN",NEEDS_VERIFICATION
1758,PAN AROMA CANDLE 85G LEMONGRASS,"Pan Aroma Orange Decorative Holder & Scented Candle, Salted Caramel, 85G",5053249251615,5053249248356,B09KCLYC1D,1.08,9.99,2.725,2.725,1.87931034482758,50,1,1,1.0,25.0,PAN,PAN,NEEDS VERIFICATION,"Brand/title match, 25% similarity - verify EAN",NEEDS_VERIFICATION
1795,CURVER RATTAN ROUND LARGE ORGANISER GREY,"CURVER Style Rattan Effect Kitchen, Living room, Bathroom, Bedroom, Utility Large Rectangular Storage Basket 30 Litres - Grey",3253920717177,3253924723150,B092ZL7VRV,1.5,15.0,2.71,2.71,1.50555555555555,50,1,1,1.0,21.052631578947366,CURVER,CURVER,NEEDS VERIFICATION,"Brand/title match, 21% similarity - verify EAN",NEEDS_VERIFICATION
416,COTTON BUDS IN JAR 12X6CM 50 PCS,Cotton Bud Holder 10 Oz Bathroom Jars with Lids for Cotton Ball Swab Pad Cotton Pad Holder (4 Pack),5024418531081,,B0B93FVKPS,0.936,8.99,2.62791666666666,2.62791666666666,1.97587719298245,400,50,4,0.08,5.555555555555555,COTTON,COTTON,NEEDS VERIFICATION,"Brand/title match, 6% similarity - verify EAN",NEEDS_VERIFICATION
856,AMTECH DRAIN CLEANER,Amtech S1895 Flexible Drain Auger & Waste Pipe Unblocker,5032759005833,,B01LYX9RRV,1.392,9.49,2.60208333333333,2.60208333333333,1.5216861598440499,200,1,1,1.0,22.22222222222222,AMTECH,AMTECH,NEEDS VERIFICATION,"Brand/title match, 22% similarity - verify EAN",NEEDS_VERIFICATION
1786,PAN AROMA CANDLE 85G LIME GINGER,"Pan Aroma Orange Decorative Holder & Scented Candle, Salted Caramel, 85G",5053249251813,5053249248356,B09KCLYC1D,1.272,9.99,2.565,2.565,1.5931677018633499,50,1,1,1.0,23.076923076923077,PAN,PAN,NEEDS VERIFICATION,"Brand/title match, 23% similarity - verify EAN",NEEDS_VERIFICATION
1232,BABY PIPKIN SILICONE PACIFIER,"Baby Fruit Feeder Set, Includes 2 Food Dummy Feeders with 3 Size Nipples, Silicone Feeder for Babies, Pacifier & Storage Containersr",5055706660428,768877243028,B0DT4NPX7D,0.852,8.49,2.485,2.485,1.97222222222222,100,1,1,1.0,16.666666666666664,BABY,BABY,NEEDS VERIFICATION,"Brand/title match, 17% similarity - verify EAN",NEEDS_VERIFICATION
1783,STICK-ON BRA 2 PAIRS,"Stick on Bra, 2 Pairs Women's Invisible Strapless Sticky Push up Self-Adhesive Bras Reusable Invisible Backless for Party, Bar, Wedding, Beach, and Everyday Wearing (Black, Nude)",5056239472304,,B0FGJB6RBV,1.14,6.99,2.475,2.475,1.65,50,1,1,1.0,8.0,STICK-ON,STICK,NEEDS VERIFICATION,"Brand/title match, 8% similarity - verify EAN",NEEDS_VERIFICATION
1394,BACKPACK STANDARD PAW PATROL SKYE,Paw Patrol Skye Girls Backpack | Girls Backpacks | School Bag for Kids,5060569229804,,B01MUGGPCZ,3.696,11.99,2.45291666666666,2.45291666666666,0.675734618916437,100,1,1,1.0,40.0,BACKPACK,PAW,NEEDS VERIFICATION,"Brand/title match, 40% similarity - verify EAN",NEEDS_VERIFICATION
892,ADDIS CLIP TIGHT RECTANGLE FOOD BOX 1.1L,"Addis Clip Tight Food Storage Container Large 5.3 Litre Rectangle Airtight Silicone Seal Containers Bpa Free Easy Locking Lid Clips, Clear Transparent",5010303186269,,B0DCGHNZQS,2.112,9.99,2.35625,2.35625,1.0200216450216402,200,1,1,1.0,20.833333333333336,ADDIS,ADDIS,NEEDS VERIFICATION,"Brand/title match, 21% similarity - verify EAN",NEEDS_VERIFICATION
422,EXFOLIATING GLOVES PAIR,"Exfoliating Wash Gloves, Shower Scrub Gloves/Loofah, Natural Fibre Bath Gloves for Spa, Massage, Body Scrub Exfoliator, Dead Skin Remover with Hanging Loop(Heavy)",5050565765581,,B0BBKPZQ7T,1.008,6.99,2.355,2.355,1.6942446043165402,400,1,1,1.0,10.0,EXFOLIATING,EXFOLIATING,NEEDS VERIFICATION,"Brand/title match, 10% similarity - verify EAN",NEEDS_VERIFICATION
1832,PREMIER FLICKABRIGHT TEALIGHT CANDLE 7.3X3.5CM,Premier Decorations Red LED Flickabrights Wax Candle Battery Operated Christmas Decoration Xmas Festive DÃ©cor 18cm x 9cm,,5053844283202,B0CN8RKX3Y,1.752,10.95,2.345,2.345,1.16666666666666,50,1,1,1.0,10.0,PREMIER,PREMIER,NEEDS VERIFICATION,"Brand/title match, 10% similarity - verify EAN",NEEDS_VERIFICATION
23,SMART CHOICE 10 RAWHIDE CHICKEN TREAT,Smartbones 10 Chicken Sticks Rawhide Free Chew Dog Treats,1072556214803,810833027156,B07R97DV7D,1.752,9.89,2.33166666666666,2.33166666666666,1.16003316749585,900,1,1,1.0,25.0,SMART,SMARTBONES,NEEDS VERIFICATION,"Brand/title match, 25% similarity - verify EAN",NEEDS_VERIFICATION
1355,PET STORE PLUSH RIBEYE & LEG DOG TOY ASSORTED,Multipet Swingin 19-Inch Large Plush Dog Toy with Extra Long Arms and Legs with Squeakers,5034537039498,,B001ICJGTK,2.352,11.99,2.32166666666666,2.32166666666666,0.924966799468791,100,1,1,1.0,17.647058823529413,PET,MULTIPET,NEEDS VERIFICATION,"Brand/title match, 18% similarity - verify EAN",NEEDS_VERIFICATION
1449,DRAPER SPANNER SET METRIC COMBINATION,Draper 1 x Redline 68481 Metric Combination Spanner Set (11-Piece),5010559684793,5010559684816,B0114IPMS6,6.18,15.1,2.15333333333333,2.15333333333333,0.377777777777778,100,1,1,1.0,50.0,DRAPER,DRAPER,NEEDS VERIFICATION,"Brand/title match, 50% similarity - verify EAN",NEEDS_VERIFICATION
850,RUBBER DUCK FAMILY BATH TOY 3 PACK,Rubber Duck Bath Toy Set â€“ Floating Duck Family by KOKSI â€“ 4-Piece â€“ Baby & Toddler Bathtime Fun for Bath & Pool,5015302108809,,B09X78TC7Q,0.876,8.89,2.12833333333333,2.12833333333333,1.66276041666666,200,3,1,0.3333333333333333,27.77777777777778,RUBBER,RUBBER,NEEDS VERIFICATION,"Brand/title match, 28% similarity - verify EAN",NEEDS_VERIFICATION
833,BEAUFORT SQUARE FOOD CONTAINER 600ML,Beaufort 13 Litre New SQUARE FOOD & CAKE CONTAINER WITH CLEAR SOLID LID,5014348229363,,B0046MHRMM,0.66,7.91,2.09291666666666,2.09291666666666,1.90265151515151,200,1,1,1.0,33.33333333333333,BEAUFORT,BEAUFORT,NEEDS VERIFICATION,"Brand/title match, 33% similarity - verify EAN",NEEDS_VERIFICATION
840,BEAUFORT SQUARE FOOD CONTAINER 1LTR,Beaufort 13 Litre New SQUARE FOOD & CAKE CONTAINER WITH CLEAR SOLID LID,5014348277067,,B0046MHRMM,0.744,7.92,2.03,2.03,1.7350427350427298,200,1,1,1.0,33.33333333333333,BEAUFORT,BEAUFORT,NEEDS VERIFICATION,"Brand/title match, 33% similarity - verify EAN",NEEDS_VERIFICATION
289,DRAPER HEX KEY SET METRIC DIY 8 PC,Draper 10 Piece T-Handle Hexagon Allen Key Set | Metric Long Pattern Hand Tools | Hex Key Wrench Kit | Long Arm Chrome Vanadium Steel Kit | Steel Wall Mounting Stand| 33869,5010559680023,5010559338696,B01089N3RO,2.556,12.13,2.65833333333333,2.0193333333333303,0.991915422885572,500,8,10,1.25,18.51851851851852,DRAPER,DRAPER,NEEDS VERIFICATION,"Brand/title match, 19% similarity - verify EAN",NEEDS_VERIFICATION
1829,AMTECH PADLOCK BRASS 20MM,"Amtech T0790 Brass Small Padlocks with Keys for Luggage, lockers, Toolboxes, Cupboards, & Sports Bags, 20mm, 12-Piece",5032759006113,,B007UIJIW6,1.332,7.64,1.98666666666666,1.98666666666666,1.19678714859437,50,1,1,1.0,12.5,AMTECH,AMTECH,NEEDS VERIFICATION,"Brand/title match, 12% similarity - verify EAN",NEEDS_VERIFICATION
841,LAV GLASS WHISKEY TUMBLER 345ML 3PCE,Lav Coral Tumbler Glasses. Coloured Base (Pack of 6) Whisky Juice Drinking Glasses Set. 345ml,8692952067501,8692952079030,B082XDN4LH,2.268,15.0,4.23,1.9620000000000006,1.73360655737704,200,3,6,2.0,17.647058823529413,LAV,LAV,NEEDS VERIFICATION,"Brand/title match, 18% similarity - verify EAN",NEEDS_VERIFICATION
1423,EXTRASTAR LED FLASHLIGHT USB REECHARGABLE TORCH,"EXTRASTAR Head Torch Rechargeable, Headlight with 3 Lights 4 Modes, LED Head Torch Headlamp for Camping, Fishing, Hiking, Jogging, Running, Cycling",8432011550076,,B09YCKKWHZ,3.828,12.99,1.945,1.945,0.520053475935829,100,1,1,1.0,15.0,EXTRASTAR,EXTRASTAR,NEEDS VERIFICATION,"Brand/title match, 15% similarity - verify EAN",NEEDS_VERIFICATION
1991,BLUE CANYON ROUND WALL MIRROR WHITE,"Blue Canyon Round Mirror, 40 cm Length x 40 cm Width, White",5060386422662,,B01CMHNDKC,6.84,14.95,1.92958333333333,1.92958333333333,0.30873333333333297,50,1,1,1.0,33.33333333333333,BLUE,BLUE,NEEDS VERIFICATION,"Brand/title match, 33% similarity - verify EAN",NEEDS_VERIFICATION
1403,DRAPER WINDOW SQUEEGEE,"Draper Telescopic Window Cleaning Equipment | 46.55 to 73.5cm Extendable Squeegee with Sponge | 200mm Rubber Blade | Twist and Lock Handle Window Cleaner | 73860, Blue",5010559137244,,B00023TBCS,2.892,12.29,1.91166666666666,1.91166666666666,0.645833333333333,100,1,1,1.0,15.0,DRAPER,DRAPER,NEEDS VERIFICATION,"Brand/title match, 15% similarity - verify EAN",NEEDS_VERIFICATION
1808,MUNCH N CRUNCH BIG BONE BISCUITS 3PK 150g,Munch & Crunch Bone Chews for Dogs Multipack - 8 Tripe Filled Rawhide Dog Bones - Tasty Treat Chewy Snacks 4 Packs,5053249257068,5050375114050,B08MVDCSJQ,0.936,8.59,1.88833333333333,1.88833333333333,1.41979949874686,50,150,1,0.006666666666666667,13.043478260869565,MUNCH,MUNCH,NEEDS VERIFICATION,"Brand/title match, 13% similarity - verify EAN",NEEDS_VERIFICATION
865,STATUS TV TWIN AERAIL ADAPTOR S CLAM IN CDU,Status 15 Metre TV Aerial Cable Extension Kit | White | Extension Lead | S15MTVAEKX12,5022822167575,5022822202900,B08N713Y2V,0.804,7.95,1.72499999999999,1.72499999999999,1.4139344262295,200,1,1,1.0,11.76470588235294,STATUS,STATUS,NEEDS VERIFICATION,"Brand/title match, 12% similarity - verify EAN",NEEDS_VERIFICATION
2004,EXTRA SELECT FISH FOOD BLEND BUCKET 5L,"Extra Select Complete Fish Food Blend Tub, 5 Litre",5022245006710,,B00X5D4SE8,6.708,14.49,1.71375,1.71375,0.279112377850163,50,1,1,1.0,45.45454545454545,EXTRA,EXTRA,NEEDS VERIFICATION,"Brand/title match, 45% similarity - verify EAN",NEEDS_VERIFICATION
1507,KITCHEN PERFECTED VEGETABLE MASHER 300W WHITE,"KitchenPerfected Electric Potato Masher Hand Blender - Blends Purees Whisks - Baby Food, Vegetables & Potatoes - Soup Maker - E5401WH",5052337012930,,B0CXTZCMS5,13.98,22.99,1.67458333333332,1.67458333333332,0.137260928961748,100,1,1,1.0,4.761904761904762,KITCHEN,KITCHENPERFECTED,NEEDS VERIFICATION,"Brand/title match, 5% similarity - verify EAN",NEEDS_VERIFICATION
1844,MUNCH CRUNCH RAWHIDE PRESSED BONE,Munch & Crunch Bone Chews for Dogs Multipack - 8 Tripe Filled Rawhide Dog Bones - Tasty Treat Chewy Snacks 4 Packs,5053249226279,5050375114050,B08MVDCSJQ,1.212,8.59,1.65833333333333,1.65833333333333,1.06303418803418,50,1,1,1.0,21.052631578947366,MUNCH,MUNCH,NEEDS VERIFICATION,"Brand/title match, 21% similarity - verify EAN",NEEDS_VERIFICATION
1845,MUNCH CRUNCH RAWHIDE BONE NAT JUMBO,Munch & Crunch Bone Chews for Dogs Multipack - 8 Tripe Filled Rawhide Dog Bones - Tasty Treat Chewy Snacks 4 Packs,5050375130043,5050375114050,B08MVDCSJQ,1.212,8.59,1.65833333333333,1.65833333333333,1.06303418803418,50,1,1,1.0,20.0,MUNCH,MUNCH,NEEDS VERIFICATION,"Brand/title match, 20% similarity - verify EAN",NEEDS_VERIFICATION
996,YALE ESSENTIALS DEADLOCK P/BRASS 64MM,"Yale British Standard 5 Lever Mortice Deadlock, High Security, Visi Pack, Suitable for External Doors, Brass Finish, 2.5 Inch/64 mm",5011802242111,5010608056250,B000TAUFFG,8.136,16.99,1.61833333333333,1.61833333333333,0.220782173715325,200,1,1,1.0,4.3478260869565215,YALE,YALE,NEEDS VERIFICATION,"Brand/title match, 4% similarity - verify EAN",NEEDS_VERIFICATION
980,BARBIE DIY FASHION SET,"Barbie DIY Fashion Designer Set â€“ Make Your Own Casual Look | Includes T-Shirt, Leggings, Stickers, Ribbons & Stamp | Creative Fashion Toy Kit for Kids Ages 5+",5015934917435,4893825033102,B0F79CNHMQ,4.824,12.99,1.535,1.535,0.335886214442013,200,1,1,1.0,17.391304347826086,BARBIE,BARBIE,NEEDS VERIFICATION,"Brand/title match, 17% similarity - verify EAN",NEEDS_VERIFICATION
1341,PAN AROMA CANDLE ROUND APPLE CINNAMON EACH,Pan Aroma 16 Tea Lights Apple & Cinnamon,5053249216003,5053249228174,B083XH692T,1.08,6.87,1.515,1.515,1.0448275862068899,100,1,1,1.0,40.0,PAN,PAN,NEEDS VERIFICATION,"Brand/title match, 40% similarity - verify EAN",NEEDS_VERIFICATION
1342,PAN AROMA CANDLE TALL APPLE&CINN EACH,Pan Aroma 16 Tea Lights Apple & Cinnamon,5053249224688,5053249228174,B083XH692T,1.08,6.87,1.515,1.515,1.0448275862068899,100,1,1,1.0,18.181818181818183,PAN,PAN,NEEDS VERIFICATION,"Brand/title match, 18% similarity - verify EAN",NEEDS_VERIFICATION
1334,CAR ASHTRAY,"Car Ashtray, Portable Ashtray with Lid Smell Proof, Automatic LED Light, Sealed, Flame Retardant, High Temperature Resistant, Detachable, Large Capacity (1 Pc)",5056239440006,,B0BZCW1HJH,1.008,7.48,1.49833333333333,1.49833333333333,1.07793764988009,100,1,1,1.0,9.523809523809524,CAR,CAR,NEEDS VERIFICATION,"Brand/title match, 10% similarity - verify EAN",NEEDS_VERIFICATION
907,YOGA ORNAMENT IN BAG 6CM,Yoga Gift for Yoga Instructor Yoga Accessories Women Funny Meditation Gifts Zen Gifts Let That Go Makeup Bag Cosmetic Bag Pouch Tote Bag Travel Bag for Birthday Christmas Gifts,5024418425397,718245044535,B08QMR86QM,1.308,6.99,1.465,1.465,0.893292682926829,200,1,1,1.0,9.090909090909092,YOGA,YOGA,NEEDS VERIFICATION,"Brand/title match, 9% similarity - verify EAN",NEEDS_VERIFICATION
1444,EXTRASTAR EXTENSION LEAD 6 GANG 2M BLACK,"ExtraStar 6 Way Surge Protected Extension Leads 2M, Wall Mounted Power Strips with Individual Switches 13A UK Plug, Black Extension Socket for Home and Office",,,B08VMZF9LT,3.852,12.99,1.465,1.465,0.389627659574468,100,1,1,1.0,16.666666666666664,EXTRASTAR,EXTRASTAR,NEEDS VERIFICATION,"Brand/title match, 17% similarity - verify EAN",NEEDS_VERIFICATION
1377,AMTECH PICK-UP TOOL TELE MAG 5LB,Amtech S8006 3 LED telescopic torch and magnetic pick up tool,5032759010035,,B00HMDJD38,1.596,7.14,1.44,1.44,0.76595744680851,100,1,1,1.0,14.285714285714285,AMTECH,AMTECH,NEEDS VERIFICATION,"Brand/title match, 14% similarity - verify EAN",NEEDS_VERIFICATION
490,BARTOLINE EASIPASTE 1KG,"Bartoline EasipasteÂ® Ready Mixed Wallpaper Adhesive 5kg - High Initial Tack, No Mixing, Suitable for Vinyl, Blown Vinyl, Embossed, Washable & Paste The Wall Wallcoverings",5010789510978,,B08F7X9Y9Z,3.288,9.99,1.37625,1.37625,0.418313069908814,400,1,1,1.0,4.545454545454546,BARTOLINE,BARTOLINE,NEEDS VERIFICATION,"Brand/title match, 5% similarity - verify EAN",NEEDS_VERIFICATION
1985,TALA MEAT THERMOMETER 4106,"Tala Stainless Steel Meat Thermometer, Classic Meat Probe for ensuring meat cooked to required level, Measures from 120 to 180 degrees celsius, Silver",5012904041060,,B000SABZOM,4.296,10.99,1.30833333333333,1.30833333333333,0.31678773204196903,50,1,1,1.0,9.523809523809524,TALA,TALA,NEEDS VERIFICATION,"Brand/title match, 10% similarity - verify EAN",NEEDS_VERIFICATION
1860,FIRST STEPS  FOOD STORAGE POTS WITH SPOON 4PC ASSORTED,First Steps 8 Baby Food Freezer Cubes Tray 70ml POTS BPA Free,5015302109141,5015302106799,B08CY3F21W,0.936,6.99,1.295,1.295,0.973684210526316,50,4,1,0.25,25.0,FIRST,FIRST,NEEDS VERIFICATION,"Brand/title match, 25% similarity - verify EAN",NEEDS_VERIFICATION
1809,PPS FOIL PLATTERS 2PCS 352X247X25MM,PPS 3 x ALUMINIUM FOIL PLATTER TRAY - 44cm x 29cm disposable foil catering serving dish,5030481930010,,B01HILDGK4,0.744,7.39,1.65458333333333,1.28258333333333,1.4141737891737798,50,2,3,1.5,12.5,PPS,PPS,NEEDS VERIFICATION,"Brand/title match, 12% similarity - verify EAN",NEEDS_VERIFICATION
1455,MINKY IRONING BOARD CLIPS PK3,"Minky Easy Fit Ironing board cover + Ironing Board Clips Bundle, 122 x 38 cm",5010353323430,5010353325014,B096K1WR72,3.9,11.77,1.25833333333333,1.25833333333333,0.331140350877192,100,3,1,0.3333333333333333,28.57142857142857,MINKY,MINKY,NEEDS VERIFICATION,"Brand/title match, 29% similarity - verify EAN",NEEDS_VERIFICATION
1859,BEAUFORT MEASURE ULTIMATE JUG 3LTR,Beaufort 3 Litre Ultimate Plastic Measuring Jug,5014348292350,,B008ES6SLU,0.876,6.98,1.25416666666666,1.25416666666666,0.979817708333334,50,1,1,1.0,33.33333333333333,BEAUFORT,BEAUFORT,NEEDS VERIFICATION,"Brand/title match, 33% similarity - verify EAN",NEEDS_VERIFICATION
