RowID,Category,Confidence,EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,sales,Sup_Qty,Amz_Qty,Qty_Ratio,Adjusted_Profit,Pack_Verdict,Key_Match_Evidence,Filter_Reason,is_exact_ean_strict,title_match
631,NEEDS_VERIFICATION,60,5038135251504,5057604505252,B0B5TP5BRN,WHAM CRYSTAL 60LTR SMOKE BOX & LID,"Wham Crystal 5 x 60L Stackable Plastic Storage Boxes with Lids | Ideal for Home, Office, Toys & More | Large Boxes | Made in UK - Clear",6.3,40.8,13.8099999999999,0.0238103448275862,50,1.0,1.0,1.0,13.8099999999999,1:1 Match,Product: box,Confirm brand on packaging,False,0.3431952662721893
632,FILTERED,40,5055706699046,nan,B0B6WFK4ZK,SOZALI ROUND CONTAINERS 220ML&450ML 2PCE SET,"[50 Pack 450ml - 16oz Round Stackable Plastic Food Container Set With Lids - Reusable, Leakproof, Dishwasher & Microwave Safe, BPA Free Meal Prep Containers",1.248,10.99,3.78458333333333,0.023802410901467497,500,1.0,50.0,50.0,-57.36741666666667,BUNDLE (50x) - LOSS,-,Unprofitable: Adj Profit=£-57.37,False,0.22
633,EXCLUDED,30,8719987853647,nan,B09TV3QXYQ,KNEELING PAD ASSORTED  CY8400030,"Green Haven Super Comfy Thick Garden Kneeling Pad - Comfortable Kneeling Pads for Gardening, Outdoor, Work, Soft EVA Foam Padding Mat, Perfect Knee Pads, Premium Knee Cushion",1.248,10.99,3.78458333333333,0.023802410901467497,400,1.0,1.0,1.0,3.78458333333333,1:1 Match,Weak evidence,Insufficient match evidence,False,0.20388349514563106
634,EXCLUDED,30,8692952100840,5055512159437,B087RLGF1Y,LAV FAME WINE GLASS 40CL PK3,LAV 12x Clear 400ml Lal Red Wine Glasses - Large Glass White Rose Long Stem Cocktail Party Drinking Goblet Gift Set,3.432,23.99,8.11166666666666,0.0237878787878787,400,1.0,1.0,1.0,8.11166666666666,1:1 Match,Weak evidence,Insufficient match evidence,False,0.3356643356643357
635,EXCLUDED,30,8711252416793,nan,B0773HXND3,DUNLOP FRONT & REAR LIGHT SET LED,DONYER POWER Convector Radiator Heater 2000W Room Heating with Adjustable Thermostat,4.128,27.99,9.475,0.023746867167919697,500,1.0,1.0,1.0,9.475,1:1 Match,Weak evidence,Insufficient match evidence,False,0.2564102564102564
636,HIGHLY_LIKELY_EXCLUDED,60,5056683919790,nan,B0CDPLLJNP,JAUNTY PARTWARE CONFETTI GIFT BAG BOTTLE PK2,"jijAcraft 30PCS White Organza Wine Bags: 37x16cm Organza Bottle Gift Bags with Drawstring for Wine Glasses, Flip Flops, Wedding, Party Favours",0.876,7.99,3.03833333333333,0.0237369791666666,50,1.0,30.0,30.0,-22.36566666666667,BUNDLE (30x) - LOSS,Product: bag,Match confirmed but unprofitable: Adj Profit=£-22.37,False,0.2903225806451613
637,NEEDS_VERIFICATION,55,5056295709499,nan,B0CCHPG9VB,CASA & CASA SINK MAT CLEAR 41X33CM,"Top-spring Sink Mat, 2Pcs Kitchen Sink Protector Mat for Ceramic/Stainless Steel Sinks, Cut to Size Draining Mat 30 x 40cm (Clear)",1.752,13.99,4.76833333333333,0.0237230514096185,100,1.0,2.0,2.0,3.01633333333333,BUNDLE (2x) - OK,Product: mat,Confirm brand on packaging,False,0.1951219512195122
638,EXCLUDED,30,5032759023806,nan,B08XX11X5N,AMTECH DRILL CHUCK ADAPTOR/KEY 3PC SET,"304 Ink Cartridge Remanufactured for HP 304 Black Ink Cartridge, 304XL Black for Envy 5020 5010 5030 5032 5000, DeskJet 3720 2600 2633 2632, 3733 2634 3760, 3750 3735 3762, 2630 2620 2622 (2-Pack)",4.464,23.73,10.12875,0.023720725995316102,100,1.0,1.0,1.0,10.12875,1:1 Match,Weak evidence,Insufficient match evidence,False,0.1794871794871795
639,NEEDS_VERIFICATION,70,5025364005824,5025762919174,B07MGLHMWY,TIDYZ WHEELY BIN LINERS 5 BAGS 300L,Tidyz 30 Extra Large Wheelie Bin Liners Waste Rubbish Bags 300L,0.744,9.98,2.76666666666666,0.0236467236467236,500,5.0,1.0,0.2,3.36186666666666,SPLIT (1/5) - OK,Product: bag; Title sim: 67%,Confirm brand on packaging,False,0.673469387755102
640,EXCLUDED,30,5060082726712,nan,B0DGKMY6TP,FOUR SEASONS PLASTIC 4 TONGS,"9â€ Kitchen Tongs, 4 Pcs Stainless Steel Tongs with Silicone Tips and Locking Clip, Non-Slip for Food, Cooking, BBQ, Serving, Salad, Ice, Heat Resistant Food Grade",0.912,9.99,3.095,0.0236259541984732,400,1.0,4.0,4.0,0.359,BUNDLE (4x) - OK,Weak evidence,Insufficient match evidence,False,0.09375
641,NEEDS_VERIFICATION,50,5017403119524,nan,B07J5GHTY6,ASHLEY SUCTION SOAP DISH,"TAILI Suction Soap Dish for Shower, Max Hold 3 KG Shower Soap Holder for Bathroom, Wall Mounted Sponge Tray, Drill-Free, Removable Bathtub Organizer, Waterproof, Plastic Sink Holder Suction Cup, White",1.008,9.99,3.27625,0.023570143884891998,400,1.0,1.0,1.0,3.27625,1:1 Match,Product: dish,Confirm brand on packaging,False,0.008928571428571428
642,EXCLUDED,30,5050565762825,nan,B0BJS1QDSM,LARGE CLAW HAIR CLIP.2 ASSORTED COLOURS.,"Kitsch Large Assorted Hair Clips for Women, Medium Open Shape Hair Claw Clips for Thick Hair, Flat Lay Hair Clip & Big Octopus Claw Clip for Teen Girls, Hair Styling Accessories, 3 pcs",1.008,9.99,3.27625,0.023570143884891998,800,1.0,3.0,3.0,1.26025,BUNDLE (3x) - OK,Weak evidence,Insufficient match evidence,False,0.24107142857142858
643,EXCLUDED,30,5012128616754,nan,B0D7T8LTNV,GIFTMAKER CARD PEG HOLDERS NOVELTY PACK OF 18,"Cleaning Brush - Hard Bristle Crevice Cleaning Brush - Easy Living Magic Brush - Grout Cleaning Brushes for Difficult Places to Reach, such as Window Track Bathroom Gap Kitchen Groove (3 PCS)",1.008,9.99,3.27625,0.023570143884891998,300,18.0,3.0,0.16666666666666666,4.11625,SPLIT (1/6) - OK,Weak evidence,Insufficient match evidence,False,0.23728813559322035
644,NEEDS_VERIFICATION,56,6923456815117,5060784780081,B08PHWB5RK,ADORN GLASS OIL DISPENSER 250ML,Olietta Oil Dispenser Borosilicate Glass Olive Oil Bottle - 250ml Non Drip Dispenser - Leak Proof Pourer Vinegar Drizzler - Easy Clean Drip Free Bottles for Kitchen,0.78,9.85,2.82833333333333,0.0235694444444444,50,1.0,1.0,1.0,2.82833333333333,1:1 Match,Product: pen,Confirm brand on packaging,False,0.2153846153846154
645,EXCLUDED,30,5060357993412,nan,B0CN1KT83C,PHOODS FOIL TRAY SMALL ROASTER,"10-Pack Disposable Aluminum Foil Baking Trays - Food Storage Catering Aluminum Foil Tray - Containers for Meal Prep, Cooking, Baking, Roasting, BBQ, Freezer Storage - 32cm x 20cm x 3.3cm",1.008,9.97,3.26208333333333,0.023468225419664198,900,1.0,1.0,1.0,3.26208333333333,1:1 Match,Weak evidence,Insufficient match evidence,False,0.25925925925925924
646,FILTERED,40,5019923203592,nan,B0014FFGTK,SECURPAK DRYWALL SCREWS BLACK 3.5X65MM,TIMCO PH2 Philips Drywall Screws - 3.5 x 32 - Black - Box of 1000,0.792,9.11,2.83291666666666,0.0234125344352617,50,1.0,32.0,32.0,-21.71908333333334,BUNDLE (32x) - LOSS,-,Unprofitable: Adj Profit=£-21.72,False,0.46601941747572817
647,FILTERED,40,50304811950239,nan,B0DPNM9J3L,PPS PLASTIC CUTLERY HEAVY DUTY 50 FORKS BLACK,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",0.912,10.79,3.06166666666666,0.0233715012722646,50,1.0,150.0,150.0,-132.82633333333334,BUNDLE (150x) - LOSS,-,Unprofitable: Adj Profit=£-132.83,False,0.3333333333333333
648,FILTERED,40,50304811950246,nan,B0DPNM9J3L,PPS PLASTIC CUTLERY HEAVY DUTY 50 SPOONS BLACK,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",0.912,10.79,3.06166666666666,0.0233715012722646,50,1.0,150.0,150.0,-132.82633333333334,BUNDLE (150x) - LOSS,-,Unprofitable: Adj Profit=£-132.83,False,0.35071090047393366
649,FILTERED,40,5038673190235,nan,B0DR2XPS27,PRIMA DINNER PLATE WHITE 10INCH,"Best House | 6 Pcs Opalware Dinner Plates Round | 10""/25.5 cm | Set of 6 Pcs | White | Microwave, Oven, and Dishwasher Safe, Opal Dinnerware Set, Lightweight for Everyday & Party Use",1.272,14.99,3.76166666666666,0.0233643892339544,200,1.0,6.0,6.0,-2.5983333333333403,BUNDLE (6x) - LOSS,-,Unprofitable: Adj Profit=£-2.60,False,0.2347417840375587
650,EXCLUDED,30,5050796006583,5056295313122,B0FXBLZZHL,BRIGHT & HOMELY LUXURY CAT RADIATOR BED CREAM,"Petlicity Snuggle Padded Cat Radiator Bed - Machine Washable Fleece Cover and Foldable Arms Cat Hammock - Radiator Beds for Indoor Cats, Dogs and Small Pets - Beige",2.676,19.99,6.47833333333333,0.0233033573141486,400,1.0,1.0,1.0,6.47833333333333,1:1 Match,Weak evidence,Insufficient match evidence,False,0.2679425837320574
651,NEEDS_VERIFICATION,56,5052578010603,nan,B0DSMKZYGD,BETTINA TOILET BRUSH SET WHITE,"Toilet Brushes Set - White Plastic Toilet Cleaner Brushes with 4 Replaceable Brush Heads, Ergonomic Handle & Soft Flexible Bristles for Home&Hotel Bathroom Toilet Cleaning",1.248,11.99,3.70166666666666,0.0232809224318658,50,1.0,1.0,1.0,3.70166666666666,1:1 Match,Product: brush,Confirm brand on packaging,False,0.21890547263681592
652,NEEDS_VERIFICATION,55,8694064018693,nan,B0CTHJJK2S,HOBBY DIAMOND TOOTH BRUSH HOLDER,"Toothbrush Holder Anti-slip Electric Toothbrush Holder For Bathroom Countertop, 4 Compartments Detachable Toothbrush Caddy With Drainage For Family",0.828,9.99,2.885,0.023266129032258,700,1.0,1.0,1.0,2.885,1:1 Match,Product: brush,Confirm brand on packaging,False,0.18994413407821228
653,NEEDS_VERIFICATION,53,8414926479840,nan,B07H2729JV,DISH STILO 13CM,"SUPER KITCHEN Large Silicone Dish Drying Mats Thickness with a Multifunctional Silicone Scrubber for Countertop,Heat Resistant Trivet,Draining Board Mat, 17.7 x 15.7inch, Grey",0.924,9.59,3.06291666666666,0.0232039141414141,200,1.0,1.0,1.0,3.06291666666666,1:1 Match,Product: dish,Confirm brand on packaging,False,0.12631578947368421
654,NEEDS_VERIFICATION,61,5038673182711,nan,B08RZF2W2V,PRIMA STAINLESS STEEL EGG SLICER,Multi Function Stainless Steel Egg Slicer for Hard Boiled Eggs Dishwasher Safe Heavy Duty Egg Cutter Kitchen Helper,1.416,12.79,4.00833333333333,0.023169556840077,100,1.0,1.0,1.0,4.00833333333333,1:1 Match,-,Verify match: moderate title similarity,False,0.38095238095238093
655,HIGHLY_LIKELY_EXCLUDED,60,5060298505774,nan,B0DGQB41LL,"MASON SHELF BRACKETS 10x12"" 2 PIECES","10 Pieces Shelf Brackets Heavy Duty, Wall Mounted Triangle Shelving Brackets, 90 Degree Right Angle Shelf Supporters Brace Brackets, for Living Room Bedroom (10 PCS Black 150x95 mm/6x3.7 inch)",1.008,9.99,3.215,0.0231294964028777,500,2.0,10.0,5.0,-0.8170000000000002,BUNDLE (5x) - LOSS,Product: rack,Match confirmed but unprofitable: Adj Profit=£-0.82,False,0.20175438596491227
656,EXCLUDED,30,5030481950223,nan,B0DPNM9J3L,PPS PLASTIC KNIVES HEAVY DUTY BLACK 50PCS,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",0.924,10.79,3.05166666666666,0.0231186868686868,50,50.0,150.0,3.0,1.20366666666666,BUNDLE (3x) - OK,Weak evidence,Insufficient match evidence,False,0.2621359223300971
657,EXCLUDED,30,5024418445616,nan,B0F66Y7NK3,SUMMER TILE FRAGRANCE OIL15ML,"PHATOIL Vanilla Essential Oil 100ml - 100% Pure and Natural Premium Grade Vanilla Oil for Home Aromatherapy, Diffusers, Skin Care, Soap and Candle Making",1.032,9.99,3.25625,0.0230939716312056,300,1.0,1.0,1.0,3.25625,1:1 Match,Weak evidence,Insufficient match evidence,False,0.13186813186813187
658,NEEDS_VERIFICATION,56,5056338356680,5052847099421,B0856PHCLV,BRASS PADLOCK 30MM,"Yale - Y110B/30/115/2 Standard Security 30mm Brass Padlock, Pack of 2 - Open Hardened Steel Shackle - 3 keyed Alike Keys",1.008,8.99,3.20166666666666,0.0230335731414868,100,1.0,2.0,2.0,2.19366666666666,BUNDLE (2x) - OK,Product: pad,Confirm brand on packaging,False,0.21739130434782608
659,FILTERED,40,5061031651604,5061016731420,B0FXSBK6MT,FLORAL FABRIC REFRESHER 500ML MAGNOLIA,"2 x 10 Litres AdBlue with Pour Spout | Premium Diesel Exhaust Fluid (DEF) | Reduces Emissions, Improves Engine Efficiency & Protects SCR Systems | ISO 22241 Certified (2 x 10 Litres)",1.236,21.21,3.635,0.023006329113924,50,1.0,10.0,10.0,-7.489000000000001,BUNDLE (10x) - LOSS,-,Unprofitable: Adj Profit=£-7.49,False,0.1
660,EXCLUDED,30,5060298503633,5060424641734,B07B3ZJ83Y,MASON NAIL ASSORTMENT 124 PIECES,"Brackit 2,000 Piece Nail Assortment Set with Storage Case â€“ Including Wire Nails, Brad Nails & Tacks - For DIY, Craft, Masonry, Woodwork, DÃ©cor",1.008,9.95,3.19166666666666,0.0229616306954436,100,124.0,1.0,0.008064516129032258,4.191537634408595,SPLIT (1/124) - OK,Weak evidence,Insufficient match evidence,False,0.2696629213483146
661,EXCLUDED,30,5050375114500,5016743105204,B0D7T8LTNV,SEALAPACK GREASEPROOF PAPER 10M,"Cleaning Brush - Hard Bristle Crevice Cleaning Brush - Easy Living Magic Brush - Grout Cleaning Brushes for Difficult Places to Reach, such as Window Track Bathroom Gap Kitchen Groove (3 PCS)",1.272,9.99,3.685,0.0228881987577639,300,1.0,3.0,3.0,1.141,BUNDLE (3x) - OK,Weak evidence,Insufficient match evidence,False,0.12612612612612611
662,EXCLUDED,30,5055490653613,766415013447,B087M744WZ,SPLATTER SCREEN GUARD 2PC SILVER 24/28CM,"Snowyee Splatter Screen for Frying Pan, Grease Splatter Guard Stainless Steel Large 13â€ and Small 10â€ Shield (2 in 1 Set)",1.332,12.59,3.79166666666666,0.0228413654618473,300,1.0,1.0,1.0,3.79166666666666,1:1 Match,Weak evidence,Insufficient match evidence,False,0.32727272727272727
663,FILTERED,40,5013478157225,5060357992217,B07GZGXQYG,KINGFISHER FOIL 3 DISH & LIDS LARGE,"Superior Foil Containers with Lids â€“ 9x13 Inches Sturdy Deep Foil Trays with Lid, Ideal for Cooking, Baking,Roasting, BBQ, Meal Prep Storage Tray â€“ Large Foil Trays with Lids (5 Pack)",1.728,14.79,4.53499999999999,0.022788944723618,200,1.0,5.0,5.0,-2.3770000000000095,BUNDLE (5x) - LOSS,-,Unprofitable: Adj Profit=£-2.38,False,0.1981981981981982
664,EXCLUDED,30,5030481990441,678506500029,B0C5M29WYX,PPS NAPKINS 1PLY WHITE 30X30CM 100PCS,"500 x White Serviettes Paper Napkins (30 x 30 cm) 1-Ply Strong Serviettes, Super Soft Paper Tissues, Cocktail Napkins, Disposable Napkins - Best for Christmas, Parties, Halloween, Thanksgiving",0.6,8.99,2.39166666666666,0.022777777777777702,700,100.0,1.0,0.01,2.98566666666666,SPLIT (1/100) - OK,Weak evidence,Insufficient match evidence,False,0.2183406113537118
665,EXCLUDED,30,5054061446623,705736912404,B0DN6BWS36,RUSSELL HOBBS COLOGNE CUTLERY SET 16 PIECE,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",22.56,99.99,44.005,0.0227416020671834,50,16.0,1.0,0.0625,65.155,SPLIT (1/16) - OK,Weak evidence,Insufficient match evidence,False,0.23963133640552994
666,EXCLUDED,30,8964044321137,5056623771273,B0FP5C41GP,NOVA PANARAMA HIBALL GLASS 320ML 3PK,"Highball Drinking Tumbler Glasses Set of 4, 320ml Official Coca Cola Contour Glasses, Retro Highball Glass for Coke, Soda, Water, Gin & Juice - Includes 2ply Paper Napkins",1.548,15.95,4.18166666666666,0.022726449275362298,100,3.0,4.0,1.3333333333333333,3.6656666666666604,BUNDLE (1x) - OK,Weak evidence,Insufficient match evidence,False,0.2608695652173913
667,HIGHLY_LIKELY_EXCLUDED,60,5019923200683,nan,B01H2SXVNU,SECURPAK HAT & COAT HOOK BP50MM,10 Pack of Double Hat and Coat Hooks Aluminium Dress Robe Garment Hangers Hook,0.792,8.99,2.74791666666666,0.0227100550964187,100,1.0,10.0,10.0,-4.38008333333334,BUNDLE (10x) - LOSS,Product: hook,Match confirmed but unprofitable: Adj Profit=£-4.38,False,0.3853211009174312
668,FILTERED,40,5050375087262,5070002961543,B0DPR6ZD18,PETS PLAY RUBBER BALLS,Pets & Play Squeaky Dog Ball 6 Pack | Upgraded Durable Dog Balls | Strong & Sturdy | Bouncy Rubber Dog Toys for Training & Boredom | Chew Dog Ball Multipack | Xmas Present Gift | Small & Medium Dogs,1.476,12.99,4.035,0.0226685393258427,900,1.0,6.0,6.0,-3.3449999999999998,BUNDLE (6x) - LOSS,-,Unprofitable: Adj Profit=£-3.34,False,0.2
669,EXCLUDED,30,8697409840546,5060507280683,B07H5HVHNL,THL BROOM & HANDLE SOFT ZP156,Soft Broom Indoor Sweeping Broom Brush with Stainless Steel Handle - The Perfect Indoor Sweeping Kitchen Floor Brush for Your House - The Long Handled Sweeper (Green),1.548,12.99,4.165,0.0226358695652174,100,1.0,1.0,1.0,4.165,1:1 Match,Weak evidence,Insufficient match evidence,False,0.20512820512820512
670,NEEDS_VERIFICATION,60,5036200127242,nan,B00TU1VL08,THE BIG CHEESE NEO ZAP ELECTRONIC RAT KILLER REFILL,"The Big Cheese Ultra Power - Electronic Mouse Killer, Quick, Effective Humane - Professional Electric Mouse Trap that Kills Instantly - Safe, Hygienic Zapper - Indoor Battery Powered Electric Trap",2.88,16.99,6.67458333333333,0.0226257062146892,200,1.0,1.0,1.0,6.67458333333333,1:1 Match,Brand: the big cheese,Confirm product variant,False,0.3481781376518219
671,EXCLUDED,30,5030481970580,5060659230147,B07XTPDF3T,PPS DRINK CUPS RIPPLE 4OZ ESPRESSO PACK OF 25 (NO LIDS),Disposable Paper Hot Coffee Tea Drinking Espresso Cups 4oz - 118ml (100 Pack),0.852,9.97,2.84833333333333,0.0226058201058201,200,25.0,100.0,4.0,0.29233333333333,BUNDLE (4x) - OK,Product: cup,Insufficient match evidence,False,0.36363636363636365
672,EXCLUDED,30,5414886216946,nan,B0FGQBPCHJ,URBAN LIVING DOUBLE GARMENT RACK,"Clothes Rail - Double-Rod Clothes Rack with Built-In Hooks & Shelves, Multi-Functional Clothing Rail for Bedroom, Living Room, Entryway, 106 x 39 x 153cm, Black",9.396,48.38,18.9366666666666,0.022597454256165397,100,1.0,1.0,1.0,18.9366666666666,1:1 Match,Weak evidence,Insufficient match evidence,False,0.22916666666666666
673,HIGHLY_LIKELY_EXCLUDED,60,5026180098717,739750148969,B074W66D85,APOLLO PASTRY/BISCUIT CUTTERS,"HULISEN Cookie Cutters Set (5 Pieces/Set), Stainless Steel Scone Cutters with Handles, Round Pastry Cutters Circle Biscuit Cutters Set for Baking, Professional Dough Cutter Tool.",1.476,12.99,4.005,0.0225,700,1.0,5.0,5.0,-1.899,BUNDLE (5x) - LOSS,Product: cutter,Match confirmed but unprofitable: Adj Profit=£-1.90,False,0.25120772946859904
674,NEEDS_VERIFICATION,55,5038673413181,nan,B0CJ8MGXPH,PRIMA SHOE RACK WOODEN TWO TIER WALNUT,"LEMIKKLE Shoe Rack, Oak Wooden Shoe Storage Rack, 2 Tier Stainless Steel Expandable Design, Ideal for Small Shoe Rack for Narrow Space, Suitable for Entrances, Garages, Bedrooms, Cloakrooms",5.172,29.99,10.9116666666666,0.022451989026063098,200,1.0,1.0,1.0,10.9116666666666,1:1 Match,Product: rack,Confirm brand on packaging,False,0.18502202643171806
675,NEEDS_VERIFICATION,56,5030481985348,5055860666595,B0F74F4K4H,PPS BAGASSE PLATE 26CM 10 PIECES,Disposable Paper Plate 10 Inch Heavy Duty Strong Bagasse Compostable Eco-Friendly Natural Sugarcane Fibers Round Plates for Hot & Cold Food Catering BirthdayDinner Party Office Picnic BBQs 50 Plates,0.876,10.99,2.86833333333333,0.0224088541666666,200,10.0,1.0,0.1,3.65673333333333,SPLIT (1/10) - OK,Product: plate,Confirm brand on packaging,False,0.21739130434782608
676,EXCLUDED,30,5026180053938,6953087007568,B0D83Z7HYQ,APOLLO STAINLESS STEEL BREAD KNIFE,"Wooden Bread Bow Knife, Serrated Bread Bow Cutter, Stainless Steel Sourdough Bread Knife, Professional Bread Knife Cutter with Wooden Handle for Homemade Bread Sourdough Bagel Cake Fruit",1.884,14.59,4.74833333333333,0.022397798742138302,200,1.0,1.0,1.0,4.74833333333333,1:1 Match,Weak evidence,Insufficient match evidence,False,0.2818181818181818
677,FILTERED,40,5025364000652,8800202181437,B07F2MFZT5,TIDYZ PEDAL BIN LINERS 40 WHITE TIE HANDLE 15L,Tidyz 6 Packs Of 40 White Plastic Bin Bags - Fits 15L Pedal Bin - Extra Strong Tie Handle - 240 Bags Total,0.804,9.38,2.72666666666666,0.0223497267759562,500,1.0,240.0,240.0,-189.42933333333335,BUNDLE (240x) - LOSS,-,Unprofitable: Adj Profit=£-189.43,False,0.39473684210526316
678,HIGHLY_LIKELY_EXCLUDED,60,5025364006043,8800202181437,B07F2MFZT5,TIDYZ COMPOSTABLE 15 BAGS 10LTR,Tidyz 6 Packs Of 40 White Plastic Bin Bags - Fits 15L Pedal Bin - Extra Strong Tie Handle - 240 Bags Total,0.804,9.38,2.72666666666666,0.0223497267759562,500,15.0,240.0,16.0,-9.333333333333341,BUNDLE (16x) - LOSS,Product: bag,Match confirmed but unprofitable: Adj Profit=£-9.33,False,0.32116788321167883
679,NEEDS_VERIFICATION,60,5055490604943,798789903611,B08S3VBBM5,PRO MINI /CAKE FORK 6PC STAINLESS STEEL,"YUEMING 6pc Stainless Steel Dessert Forks, Perfect for Cake, Fruit, Salad, Mini Cakes & More",0.804,7.99,2.71833333333333,0.0222814207650273,50,1.0,1.0,1.0,2.71833333333333,1:1 Match,Product: fork,Confirm brand on packaging,False,0.3511450381679389
680,EXCLUDED,30,nan,nan,B0D9JBXSXQ,FESTIVE MAGIC VINTAGE RIBBON 63MM X 2.7M,"Christmas Velvet Ribbon - Thick Red Wired 9m Edge 63mm Wide for Gift Wrapping, Crafting, Christmas Tree Decorations, Xmas Party Gifts, Wreath, Wedding Supplies",0.876,9.99,2.845,0.0222265625,500,1.0,1.0,1.0,2.845,1:1 Match,Weak evidence,Insufficient match evidence,False,0.21105527638190955
681,NEEDS_VERIFICATION,60,5050796010283,nan,B0FCBVZXPB,BRIGHT & HOMELY SAUCEPAN NON STICK COOKWARE SET 6PCS,"11Pcs Pots and Pans Set, Nonstick Cookware Sets, White Granite Induction Cookware Non Stick Cooking Set w/Frying Pans & Saucepans",9.396,48.44,18.6066666666666,0.022203659506762098,50,6.0,11.0,1.8333333333333333,10.776666666666602,BUNDLE (1x) - OK,-,Verify match: moderate title similarity,False,0.35359116022099446
682,NEEDS_VERIFICATION,56,5015302478421,nan,B07DQNZT2D,RSW NON-STICK PIZZA TRAY 33CM,"Samuel Groves Pack of 2 Pizza Pan, Pizza Tray, Large 13 Inch (33cm) Non Stick Coating Oven Round Crisper, Pizza Baking Tray, Pizza Trays for Oven Non Stick Made in England",1.344,10.99,3.70458333333333,0.0221831337325349,400,1.0,2.0,2.0,2.36058333333333,BUNDLE (2x) - OK,Product: tray,Confirm brand on packaging,False,0.21
683,EXCLUDED,30,5056683915631,nan,B0F5BPWQG5,PUREBREED PROTEIN STRIPS DUCK 150G,"Pets Purest Duck Dog Treats, Air-Dried Strip Duck Fillets for Dogs - 100% Natural Dog Chews, Grain Free, High Protein, Raw Treats Suitable for Puppy & Senior - 100g",1.08,9.99,3.21625,0.022181034482758603,100,1.0,1.0,1.0,3.21625,1:1 Match,Weak evidence,Insufficient match evidence,False,0.25252525252525254
684,FILTERED,40,5019200130771,656664855519,B077R25DCR,FIT FOR THE JOB  DUST SHEET ROLL,Stapler Plier Stapler with 1000 Staples and Remover Set 20 Sheets Capacity Full Desktop Office Size Work,3.15599999999999,18.99,7.025,0.022091194968553402,100,1.0,20.0,20.0,-52.93899999999981,BUNDLE (20x) - LOSS,-,Unprofitable: Adj Profit=£-52.94,False,0.25
685,EXCLUDED,30,5010373023129,nan,B082G91T8Q,TETRION EASY SPRAY PAINT HI BUILD PRIMER GREY 400ML,"SEYMAC stock Case for iPad 9th/8th/7th Generation (10.2 Inch) 2021/2020/2019, Heavy Duty Shockproof with Screen Protector, 360Â° Rotating Stand/Hand Strap, Pencil Holder & Shoulder Strap, Black",3.696,21.59,7.99166666666666,0.0220156106519742,50,1.0,1.0,1.0,7.99166666666666,1:1 Match,Weak evidence,Insufficient match evidence,False,0.22950819672131148
686,EXCLUDED,30,8694064001084,647581479193,B0CL357T9V,HOBBY 3PC RATTAN MIDI BASKET,"PALUDO Set of 3 Storage Baskets, 3 Sizes Wicker Bathroom Basket, Small Natural Paper Rope Changing Basket, Woven Hamper Baskets for Shelves, Cosmetics, Makeup, Toys, Table Organiser",2.4,16.99,5.60833333333333,0.021993464052287498,100,1.0,3.0,3.0,0.80833333333333,BUNDLE (3x) - OK,Weak evidence,Insufficient match evidence,False,0.12440191387559808
687,EXCLUDED,30,5055441449203,5070000237756,B0DFYZCCHP,GOODYEAR COMPRESSED SPONGE,"Microfibre Car Wash Mitt - Ultra-Soft, Super Absorbent & Scratch-Free Wash Mitt Glove for Car Washing, Lightweight & Durable, Safer Than Sponge & Wash Cloths, Effectively Traps Dirt-2 Pack",1.008,10.99,3.04833333333333,0.0219304556354916,200,1.0,2.0,2.0,2.04033333333333,BUNDLE (2x) - OK,Weak evidence,Insufficient match evidence,False,0.17757009345794392
688,NEEDS_VERIFICATION,53,8711252162959,nan,B0CW2T4661,COSMETIC MIRROR 8X15X10CM,"15X Magnifying Makeup Mirror for Desk Double Sided 1X/15X Desk Mirror,Portable Table Small Standing Magnifying for Cosmetic",0.876,8.99,2.79166666666666,0.0218098958333333,300,1.0,1.0,1.0,2.79166666666666,1:1 Match,Product: mirror,Confirm brand on packaging,False,0.10810810810810811
689,EXCLUDED,30,8414826111412,nan,B0FDFL3T5Q,ALBERO COLANDER 31CM,"Herogo Stainless Steel Colander, 24 cm Square Metal Kitchen Colanders with Handle, Micro-Perforated Strainer for Draining Food Pasta Fruit Vegetable, Smooth Edge and Elevated Feet, Dishwasher Safe",1.212,12.49,3.39833333333333,0.021784188034188003,50,1.0,1.0,1.0,3.39833333333333,1:1 Match,Weak evidence,Insufficient match evidence,False,0.1388888888888889
